task_name|frame_range|split
sfu_cooking_001_6|2000-2048|train
sfu_cooking_001_6|2451-2499|train
sfu_cooking_001_8|877-925|train
sfu_cooking_001_8|1000-1048|train
sfu_cooking_001_8|2000-2048|train
sfu_cooking_001_8|2451-2499|train
sfu_cooking_002_1|877-925|train
sfu_cooking_002_1|1000-1048|val
sfu_cooking_002_1|2000-2048|val
sfu_cooking_002_1|2451-2499|train
sfu_cooking_002_3|877-925|train
sfu_cooking_002_3|1000-1048|train
sfu_cooking_002_3|2000-2048|train
sfu_cooking_002_3|2451-2499|train
sfu_cooking_002_5|877-925|train
sfu_cooking_002_5|1000-1048|train
sfu_cooking_002_5|2000-2048|train
sfu_cooking_002_5|2451-2499|train
sfu_cooking_002_7|877-925|train
sfu_cooking_002_7|1000-1048|train
sfu_cooking_002_7|2000-2048|train
sfu_cooking_002_7|2451-2499|train
sfu_cooking_003_1|2451-2499|train
sfu_cooking_003_3|2451-2499|train
sfu_cooking_003_5|2451-2499|train
sfu_cooking_005_1|877-925|val
sfu_cooking_005_1|1000-1048|train
sfu_cooking_005_1|2000-2048|train
sfu_cooking_005_1|2451-2499|train
sfu_cooking_005_2|877-925|train
sfu_cooking_005_2|1000-1048|train
sfu_cooking_005_2|2000-2048|train
sfu_cooking_005_2|2451-2499|train
sfu_cooking_005_4|877-925|val
sfu_cooking_005_4|1000-1048|train
sfu_cooking_005_4|2000-2048|train
sfu_cooking_005_4|2451-2499|train
sfu_cooking_005_6|877-925|train
sfu_cooking_005_6|1000-1048|train
sfu_cooking_005_6|2000-2048|train
sfu_cooking_005_6|2451-2499|train
sfu_cooking_006_1|877-925|train
sfu_cooking_006_1|1000-1048|train
sfu_cooking_006_1|2000-2048|train
sfu_cooking_006_1|2451-2499|train
sfu_cooking_009_1|877-925|train
sfu_cooking_009_1|1000-1048|train
sfu_cooking_009_1|2000-2048|train
sfu_cooking_009_1|2451-2499|train
sfu_cooking_009_3|877-925|train
sfu_cooking_009_3|1000-1048|val
sfu_cooking_009_3|2000-2048|train
sfu_cooking_009_3|2451-2499|val
sfu_cooking_009_5|877-925|train
sfu_cooking_009_5|1000-1048|train
sfu_cooking_009_5|2000-2048|train
sfu_cooking_009_5|2451-2499|train
sfu_cooking_009_7|877-925|val
sfu_cooking_009_7|1000-1048|train
sfu_cooking_009_7|2000-2048|train
sfu_cooking_009_7|2451-2499|train
sfu_cooking_011_1|877-925|train
sfu_cooking_011_1|1000-1048|train
sfu_cooking_011_1|2000-2048|train
sfu_cooking_011_1|2451-2499|train
sfu_cooking_011_3|877-925|train
sfu_cooking_011_3|1000-1048|val
sfu_cooking_011_3|2000-2048|train
sfu_cooking_011_3|2451-2499|train
sfu_cooking_011_5|877-925|train
sfu_cooking_011_5|1000-1048|train
sfu_cooking_011_5|2000-2048|train
sfu_cooking_011_5|2451-2499|train
sfu_cooking_013_1|877-925|train
sfu_cooking_013_1|1000-1048|train
sfu_cooking_013_1|2000-2048|train
sfu_cooking_013_1|2451-2499|train
sfu_cooking_013_3|877-925|train
sfu_cooking_013_3|1000-1048|train
sfu_cooking_013_3|2000-2048|train
sfu_cooking_013_3|2451-2499|train
sfu_covid_001_10|877-925|val
sfu_covid_001_10|1000-1048|train
sfu_covid_001_10|2000-2048|train
sfu_covid_001_10|2451-2499|train
sfu_covid_001_12|877-925|train
sfu_covid_001_12|1000-1048|train
sfu_covid_001_12|2000-2048|train
sfu_covid_001_12|2451-2499|train
sfu_covid_001_2|877-925|train
sfu_covid_001_2|1000-1048|train
sfu_covid_001_2|2000-2048|train
sfu_covid_001_2|2451-2499|train
sfu_covid_001_4|877-925|train
sfu_covid_001_4|1000-1048|train
sfu_covid_001_4|2000-2048|train
sfu_covid_001_4|2451-2499|train
sfu_covid_001_6|877-925|train
sfu_covid_001_6|1000-1048|train
sfu_covid_001_6|2000-2048|train
sfu_covid_001_6|2451-2499|train
sfu_covid_001_8|877-925|train
sfu_covid_001_8|1000-1048|train
sfu_covid_001_8|2000-2048|train
sfu_covid_001_8|2451-2499|train
sfu_covid_002_10|877-925|train
sfu_covid_002_10|1000-1048|val
sfu_covid_002_10|2000-2048|train
sfu_covid_002_10|2451-2499|train
sfu_covid_002_12|877-925|train
sfu_covid_002_12|1000-1048|train
sfu_covid_002_12|2000-2048|train
sfu_covid_002_12|2451-2499|val
sfu_covid_005_2|877-925|train
sfu_covid_005_2|1000-1048|val
sfu_covid_005_2|2000-2048|train
sfu_covid_005_2|2451-2499|train
sfu_covid_005_4|877-925|train
sfu_covid_005_4|1000-1048|train
sfu_covid_005_4|2000-2048|val
sfu_covid_005_4|2451-2499|train
sfu_covid_005_6|877-925|train
sfu_covid_005_6|1000-1048|val
sfu_covid_005_6|2000-2048|train
sfu_covid_005_6|2451-2499|train
sfu_covid_007_2|877-925|train
sfu_covid_007_2|1000-1048|train
sfu_covid_007_2|2000-2048|val
sfu_covid_007_2|2451-2499|train
sfu_covid_009_10|877-925|train
sfu_covid_009_10|1000-1048|train
sfu_covid_009_10|2000-2048|train
sfu_covid_009_10|2451-2499|train
sfu_covid_009_12|877-925|train
sfu_covid_009_12|1000-1048|train
sfu_covid_009_12|2000-2048|train
sfu_covid_009_12|2451-2499|train
sfu_covid_009_14|877-925|train
sfu_covid_009_14|1000-1048|train
sfu_covid_009_14|2000-2048|train
sfu_covid_009_14|2451-2499|train
sfu_covid_009_2|877-925|train
sfu_covid_009_2|1000-1048|val
sfu_covid_009_2|2000-2048|train
sfu_covid_009_2|2451-2499|train
sfu_covid_009_4|877-925|train
sfu_covid_009_4|1000-1048|train
sfu_covid_009_4|2000-2048|val
sfu_covid_009_4|2451-2499|train
sfu_covid_009_6|877-925|train
sfu_covid_009_6|1000-1048|train
sfu_covid_009_6|2000-2048|train
sfu_covid_009_6|2451-2499|train
sfu_covid_009_8|877-925|train
sfu_covid_009_8|1000-1048|train
sfu_covid_009_8|2000-2048|train
sfu_covid_009_8|2451-2499|train
sfu_covid_010_2|877-925|train
sfu_covid_010_2|1000-1048|train
sfu_covid_010_2|2000-2048|train
sfu_covid_010_2|2451-2499|train
sfu_covid_010_4|877-925|train
sfu_covid_010_4|1000-1048|train
sfu_covid_010_4|2000-2048|train
sfu_covid_010_4|2451-2499|train
sfu_covid_010_6|877-925|train
sfu_covid_010_6|1000-1048|train
sfu_covid_010_6|2000-2048|train
sfu_covid_010_6|2451-2499|train
sfu_covid_012_5|877-925|train
sfu_covid_012_5|1000-1048|train
sfu_covid_012_5|2000-2048|train
sfu_covid_012_5|2451-2499|train
sfu_covid_013_12|877-925|train
sfu_covid_013_12|1000-1048|train
sfu_covid_013_12|2000-2048|train
sfu_covid_013_12|2451-2499|train
sfu_covid_014_2|877-925|train
sfu_covid_014_2|1000-1048|train
sfu_covid_014_2|2000-2048|train
sfu_covid_014_2|2451-2499|train
unc_basketball_02-24-23_01_10|877-925|train
unc_basketball_02-24-23_01_10|1000-1048|val
unc_basketball_02-24-23_01_12|877-925|train
unc_basketball_02-24-23_01_12|1000-1048|train
unc_basketball_02-24-23_01_12|2000-2048|train
unc_basketball_02-24-23_01_22|877-925|train
unc_basketball_02-24-23_01_22|1000-1048|train
unc_basketball_02-24-23_01_24|877-925|train
unc_basketball_02-24-23_01_24|1000-1048|train
unc_basketball_02-24-23_01_25|877-925|train
unc_basketball_02-24-23_01_25|1000-1048|train
unc_basketball_02-24-23_01_25|2000-2048|train
unc_basketball_02-24-23_01_27|877-925|train
unc_basketball_02-24-23_01_27|1000-1048|train
unc_basketball_02-24-23_01_28|877-925|val
unc_basketball_02-24-23_01_28|1000-1048|train
unc_basketball_02-24-23_01_29|877-925|train
unc_basketball_02-24-23_01_29|1000-1048|train
unc_basketball_02-24-23_01_30|877-925|train
unc_basketball_02-24-23_01_30|1000-1048|train
unc_basketball_02-24-23_01_4|877-925|train
unc_basketball_02-24-23_01_4|1000-1048|train
unc_basketball_02-24-23_01_40|877-925|train
unc_basketball_02-24-23_01_40|1000-1048|val
unc_basketball_02-24-23_01_41|877-925|train
unc_basketball_02-24-23_01_41|1000-1048|train
unc_basketball_02-24-23_01_42|877-925|train
unc_basketball_02-24-23_01_42|1000-1048|train
unc_basketball_02-24-23_01_43|877-925|train
unc_basketball_02-24-23_01_43|1000-1048|train
unc_basketball_02-24-23_01_43|2000-2048|train
unc_basketball_02-24-23_01_5|877-925|train
unc_basketball_02-24-23_01_5|1000-1048|train
unc_basketball_02-24-23_01_5|2000-2048|train
unc_basketball_02-24-23_01_5|2451-2499|train
unc_basketball_02-24-23_01_6|877-925|train
unc_basketball_02-24-23_01_6|1000-1048|train
unc_basketball_02-24-23_01_6|2000-2048|train
unc_basketball_02-24-23_01_7|877-925|train
unc_basketball_02-24-23_01_7|1000-1048|train
unc_basketball_02-24-23_01_8|877-925|train
unc_basketball_02-24-23_01_8|1000-1048|train
unc_basketball_02-24-23_01_9|877-925|train
unc_basketball_02-24-23_01_9|1000-1048|val
unc_basketball_02-24-23_01_9|2000-2048|train
unc_basketball_03-16-23_01_16|877-925|train
unc_basketball_03-16-23_01_16|1000-1048|train
unc_basketball_03-16-23_01_17|877-925|train
unc_basketball_03-16-23_01_17|1000-1048|train
unc_basketball_03-16-23_01_18|877-925|train
unc_basketball_03-16-23_01_18|1000-1048|train
unc_basketball_03-16-23_01_19|877-925|train
unc_basketball_03-16-23_01_19|1000-1048|train
unc_basketball_03-16-23_01_20|877-925|train
unc_basketball_03-16-23_01_20|1000-1048|train
unc_basketball_03-16-23_01_21|877-925|train
unc_basketball_03-16-23_01_22|877-925|val
unc_basketball_03-16-23_01_22|1000-1048|train
unc_basketball_03-16-23_01_23|877-925|train
unc_basketball_03-16-23_01_23|1000-1048|val
unc_basketball_03-16-23_01_35|877-925|train
unc_basketball_03-16-23_01_35|1000-1048|train
unc_basketball_03-16-23_01_36|877-925|train
unc_basketball_03-16-23_01_36|1000-1048|train
unc_basketball_03-16-23_01_36|2000-2048|train
unc_basketball_03-16-23_01_36|2451-2499|train
unc_basketball_03-16-23_01_37|877-925|train
unc_basketball_03-16-23_01_37|1000-1048|train
unc_basketball_03-16-23_01_37|2000-2048|train
unc_basketball_03-16-23_01_38|877-925|train
unc_basketball_03-16-23_01_38|1000-1048|train
unc_basketball_03-16-23_01_39|877-925|train
unc_basketball_03-16-23_01_39|1000-1048|train
unc_basketball_03-16-23_01_40|877-925|train
unc_basketball_03-16-23_01_40|1000-1048|train
unc_basketball_03-16-23_01_41|877-925|train
unc_basketball_03-16-23_01_41|1000-1048|train
unc_basketball_03-16-23_01_42|877-925|train
unc_basketball_03-16-23_01_42|1000-1048|train
unc_basketball_03-16-23_01_43|877-925|train
unc_basketball_03-16-23_01_43|1000-1048|train
unc_basketball_03-16-23_01_9|877-925|train
unc_basketball_03-16-23_01_9|1000-1048|val
unc_basketball_03-16-23_01_9|2000-2048|val
unc_basketball_03-17-23_01_10|877-925|train
unc_basketball_03-17-23_01_10|1000-1048|train
unc_basketball_03-17-23_01_11|877-925|train
unc_basketball_03-17-23_01_11|1000-1048|train
unc_basketball_03-17-23_01_12|877-925|train
unc_basketball_03-17-23_01_12|1000-1048|train
unc_basketball_03-17-23_01_13|877-925|train
unc_basketball_03-17-23_01_13|1000-1048|train
unc_basketball_03-17-23_01_14|877-925|train
unc_basketball_03-17-23_01_14|1000-1048|val
unc_basketball_03-17-23_01_16|877-925|train
unc_basketball_03-17-23_01_16|1000-1048|train
unc_basketball_03-17-23_01_17|877-925|train
unc_basketball_03-17-23_01_17|1000-1048|train
unc_basketball_03-17-23_01_18|877-925|train
unc_basketball_03-17-23_01_18|1000-1048|train
unc_basketball_03-17-23_01_19|877-925|train
unc_basketball_03-17-23_01_19|1000-1048|train
unc_basketball_03-17-23_01_20|877-925|train
unc_basketball_03-17-23_01_20|1000-1048|train
unc_basketball_03-17-23_01_20|2000-2048|train
unc_basketball_03-17-23_01_21|877-925|train
unc_basketball_03-17-23_01_21|1000-1048|train
unc_basketball_03-17-23_01_21|2000-2048|train
unc_basketball_03-17-23_01_22|877-925|train
unc_basketball_03-17-23_01_22|1000-1048|train
unc_basketball_03-17-23_01_23|877-925|train
unc_basketball_03-17-23_01_23|1000-1048|train
unc_basketball_03-17-23_01_24|877-925|train
unc_basketball_03-17-23_01_24|1000-1048|val
unc_basketball_03-17-23_01_24|2000-2048|train
unc_basketball_03-17-23_01_7|877-925|train
unc_basketball_03-17-23_01_7|1000-1048|train
unc_basketball_03-17-23_01_8|877-925|val
unc_basketball_03-17-23_01_8|1000-1048|train
unc_basketball_03-17-23_01_9|877-925|train
unc_basketball_03-17-23_01_9|1000-1048|train
unc_basketball_03-30-23_01_11|877-925|train
unc_basketball_03-30-23_01_11|1000-1048|train
unc_basketball_03-30-23_01_11|2000-2048|train
unc_basketball_03-30-23_01_12|877-925|train
unc_basketball_03-30-23_01_13|877-925|train
unc_basketball_03-30-23_01_13|1000-1048|train
unc_basketball_03-30-23_01_13|2000-2048|train
unc_basketball_03-30-23_01_14|877-925|train
unc_basketball_03-30-23_01_14|1000-1048|train
unc_basketball_03-30-23_01_14|2000-2048|train
unc_basketball_03-30-23_01_15|877-925|train
unc_basketball_03-30-23_01_15|1000-1048|train
unc_basketball_03-30-23_01_16|877-925|val
unc_basketball_03-30-23_01_16|1000-1048|train
unc_basketball_03-30-23_01_17|877-925|train
unc_basketball_03-30-23_01_17|1000-1048|train
unc_basketball_03-30-23_01_17|2000-2048|train
unc_basketball_03-30-23_01_17|2451-2499|val
unc_basketball_03-30-23_01_19|877-925|train
unc_basketball_03-30-23_01_19|1000-1048|train
unc_basketball_03-30-23_01_19|2000-2048|train
unc_basketball_03-30-23_01_40|877-925|val
unc_basketball_03-30-23_01_40|1000-1048|train
unc_basketball_03-30-23_01_42|877-925|train
unc_basketball_03-30-23_01_42|1000-1048|train
unc_basketball_03-30-23_01_45|877-925|train
unc_basketball_03-30-23_01_45|1000-1048|val
unc_basketball_03-30-23_01_45|2000-2048|train
unc_basketball_03-30-23_01_46|877-925|train
unc_basketball_03-30-23_01_46|1000-1048|train
unc_basketball_03-30-23_01_48|877-925|train
unc_basketball_03-30-23_01_48|1000-1048|train
unc_basketball_03-30-23_01_49|877-925|train
unc_basketball_03-30-23_01_49|1000-1048|train
unc_basketball_03-30-23_01_51|877-925|train
unc_basketball_03-30-23_01_51|1000-1048|train
unc_basketball_03-30-23_01_52|877-925|train
unc_basketball_03-30-23_01_52|1000-1048|train
unc_basketball_03-30-23_01_53|877-925|train
unc_basketball_03-30-23_01_6|877-925|train
unc_basketball_03-30-23_01_6|1000-1048|train
unc_basketball_03-30-23_01_7|877-925|train
unc_basketball_03-30-23_01_7|1000-1048|train
unc_basketball_03-30-23_01_9|877-925|train
unc_basketball_03-30-23_01_9|1000-1048|train
unc_basketball_03-31-23_01_10|877-925|train
unc_basketball_03-31-23_01_10|1000-1048|train
unc_basketball_03-31-23_01_12|877-925|train
unc_basketball_03-31-23_01_12|1000-1048|train
unc_basketball_03-31-23_01_13|877-925|val
unc_basketball_03-31-23_01_13|1000-1048|train
unc_basketball_03-31-23_01_15|877-925|train
unc_basketball_03-31-23_01_15|1000-1048|train
unc_basketball_03-31-23_01_16|877-925|train
unc_basketball_03-31-23_01_16|1000-1048|train
unc_basketball_03-31-23_01_18|877-925|train
unc_basketball_03-31-23_01_18|1000-1048|train
unc_basketball_03-31-23_01_19|877-925|val
unc_basketball_03-31-23_01_19|1000-1048|train
unc_basketball_03-31-23_01_2|877-925|train
unc_basketball_03-31-23_01_2|1000-1048|train
unc_basketball_03-31-23_01_3|877-925|train
unc_basketball_03-31-23_01_3|1000-1048|train
unc_basketball_03-31-23_01_4|877-925|train
unc_basketball_03-31-23_01_4|1000-1048|train
unc_basketball_03-31-23_01_4|2000-2048|train
unc_basketball_03-31-23_01_41|877-925|train
unc_basketball_03-31-23_01_41|1000-1048|train
unc_basketball_03-31-23_01_41|2000-2048|train
unc_basketball_03-31-23_01_42|877-925|train
unc_basketball_03-31-23_01_42|1000-1048|train
unc_basketball_03-31-23_01_44|877-925|train
unc_basketball_03-31-23_01_44|1000-1048|train
unc_basketball_03-31-23_01_45|877-925|train
unc_basketball_03-31-23_01_45|1000-1048|train
unc_basketball_03-31-23_01_47|877-925|train
unc_basketball_03-31-23_01_47|1000-1048|train
unc_basketball_03-31-23_01_48|877-925|train
unc_basketball_03-31-23_01_48|1000-1048|val
unc_basketball_03-31-23_01_50|877-925|train
unc_basketball_03-31-23_01_50|1000-1048|train
unc_basketball_03-31-23_01_51|877-925|train
unc_basketball_03-31-23_01_51|1000-1048|train
unc_basketball_03-31-23_01_53|877-925|train
unc_basketball_03-31-23_01_53|1000-1048|train
unc_basketball_03-31-23_01_54|877-925|train
unc_basketball_03-31-23_01_54|1000-1048|train
unc_basketball_03-31-23_01_56|877-925|train
unc_basketball_03-31-23_01_56|1000-1048|train
unc_basketball_03-31-23_01_57|877-925|train
unc_basketball_03-31-23_01_57|1000-1048|val
unc_basketball_03-31-23_01_6|877-925|train
unc_basketball_03-31-23_01_6|1000-1048|train
unc_basketball_03-31-23_01_7|877-925|train
unc_basketball_03-31-23_01_7|1000-1048|train
unc_basketball_03-31-23_01_8|877-925|train
unc_basketball_03-31-23_01_8|1000-1048|train
unc_basketball_03-31-23_01_9|877-925|train
unc_basketball_03-31-23_01_9|1000-1048|train
unc_soccer_09-21-23_01_38|877-925|train
unc_soccer_09-21-23_01_38|1000-1048|train
unc_soccer_09-21-23_01_38|2000-2048|train
unc_soccer_09-21-23_01_38|2451-2499|train
unc_soccer_09-21-23_01_39|877-925|train
unc_soccer_09-21-23_01_39|1000-1048|train
unc_soccer_09-21-23_01_39|2000-2048|train
unc_soccer_09-21-23_01_40|877-925|train
unc_soccer_09-21-23_01_40|1000-1048|train
unc_soccer_09-21-23_01_40|2000-2048|train
unc_soccer_09-21-23_01_40|2451-2499|train
unc_soccer_09-21-23_01_42|877-925|train
unc_soccer_09-21-23_01_42|1000-1048|train
unc_soccer_09-21-23_01_45|877-925|train
unc_soccer_09-21-23_01_48|877-925|train
unc_soccer_09-21-23_01_48|1000-1048|train
unc_soccer_09-21-23_01_48|2000-2048|val
unc_soccer_09-21-23_01_48|2451-2499|train
unc_soccer_09-21-23_01_49|877-925|train
unc_soccer_09-21-23_01_49|1000-1048|train
unc_soccer_09-21-23_01_49|2000-2048|train
unc_soccer_09-21-23_01_49|2451-2499|train
unc_soccer_09-22-23_01_12|2451-2499|train
unc_soccer_09-22-23_01_13|2451-2499|train
unc_soccer_09-22-23_01_14|2451-2499|train
unc_soccer_09-22-23_01_15|2451-2499|train
unc_soccer_09-22-23_01_2|1000-1048|train
unc_soccer_09-22-23_01_3|1000-1048|train
unc_soccer_09-22-23_01_31|2451-2499|train
unc_soccer_09-22-23_01_32|2451-2499|train
unc_soccer_09-22-23_01_4|1000-1048|train
unc_soccer_09-22-23_01_5|877-925|train
unc_soccer_09-22-23_01_7|877-925|train
unc_soccer_09-22-23_01_8|1000-1048|val
unc_soccer_09-22-23_02_10|2451-2499|train
unc_soccer_09-22-23_02_11|2451-2499|train
unc_soccer_09-22-23_02_12|2451-2499|train
unc_soccer_09-22-23_02_13|2451-2499|train
unc_soccer_09-22-23_02_2|1000-1048|val
unc_soccer_09-22-23_02_32|2451-2499|train
unc_soccer_09-22-23_02_33|2451-2499|train
unc_soccer_09-22-23_02_4|1000-1048|train
unc_soccer_09-22-23_02_5|1000-1048|train
unc_soccer_09-22-23_02_7|1000-1048|train
uniandes_basketball_001_10|877-925|train
uniandes_basketball_001_10|1000-1048|train
uniandes_basketball_001_11|877-925|train
uniandes_basketball_001_11|1000-1048|train
uniandes_basketball_001_13|877-925|train
uniandes_basketball_001_13|1000-1048|train
uniandes_basketball_001_14|877-925|train
uniandes_basketball_001_14|1000-1048|train
uniandes_basketball_001_3|877-925|train
uniandes_basketball_001_3|1000-1048|train
uniandes_basketball_001_3|2000-2048|train
uniandes_basketball_001_30|877-925|val
uniandes_basketball_001_30|1000-1048|train
uniandes_basketball_001_31|877-925|val
uniandes_basketball_001_31|1000-1048|train
uniandes_basketball_001_31|2000-2048|train
uniandes_basketball_001_32|877-925|train
uniandes_basketball_001_32|1000-1048|val
uniandes_basketball_001_32|2000-2048|train
uniandes_basketball_001_33|877-925|train
uniandes_basketball_001_33|1000-1048|train
uniandes_basketball_001_34|877-925|train
uniandes_basketball_001_34|1000-1048|train
uniandes_basketball_001_34|2000-2048|train
uniandes_basketball_001_35|877-925|train
uniandes_basketball_001_35|1000-1048|train
uniandes_basketball_001_35|2000-2048|train
uniandes_basketball_001_4|877-925|train
uniandes_basketball_001_4|1000-1048|train
uniandes_basketball_001_4|2000-2048|train
uniandes_basketball_001_4|2451-2499|train
uniandes_basketball_001_5|877-925|train
uniandes_basketball_001_5|1000-1048|train
uniandes_basketball_001_6|877-925|train
uniandes_basketball_001_6|1000-1048|train
uniandes_basketball_001_7|877-925|train
uniandes_basketball_001_7|1000-1048|train
uniandes_basketball_001_7|2000-2048|train
uniandes_basketball_001_7|2451-2499|train
uniandes_basketball_002_10|877-925|train
uniandes_basketball_002_10|1000-1048|train
uniandes_basketball_002_10|2000-2048|train
uniandes_basketball_002_11|877-925|train
uniandes_basketball_002_11|1000-1048|train
uniandes_basketball_002_11|2000-2048|train
uniandes_basketball_002_11|2451-2499|train
uniandes_basketball_002_12|877-925|train
uniandes_basketball_002_12|1000-1048|train
uniandes_basketball_002_13|877-925|train
uniandes_basketball_002_13|1000-1048|val
uniandes_basketball_002_14|877-925|train
uniandes_basketball_002_14|1000-1048|train
uniandes_basketball_002_14|2000-2048|train
uniandes_basketball_002_14|2451-2499|train
uniandes_basketball_002_16|877-925|train
uniandes_basketball_002_17|877-925|train
uniandes_basketball_002_17|1000-1048|train
uniandes_basketball_002_18|877-925|train
uniandes_basketball_002_18|1000-1048|train
uniandes_basketball_002_18|2000-2048|train
uniandes_basketball_002_19|877-925|train
uniandes_basketball_002_19|1000-1048|train
uniandes_basketball_002_20|877-925|train
uniandes_basketball_002_20|1000-1048|train
uniandes_basketball_002_21|877-925|train
uniandes_basketball_002_21|1000-1048|val
uniandes_basketball_002_23|877-925|train
uniandes_basketball_002_24|877-925|train
uniandes_basketball_002_24|1000-1048|train
uniandes_basketball_002_24|2000-2048|val
uniandes_basketball_002_25|877-925|train
uniandes_basketball_002_25|1000-1048|train
uniandes_basketball_002_25|2000-2048|train
uniandes_basketball_002_27|877-925|train
uniandes_basketball_002_27|1000-1048|train
uniandes_basketball_002_28|877-925|train
uniandes_basketball_002_28|1000-1048|train
uniandes_basketball_002_29|877-925|train
uniandes_basketball_002_29|1000-1048|val
uniandes_basketball_002_29|2000-2048|train
uniandes_basketball_002_29|2451-2499|val
uniandes_basketball_002_3|877-925|train
uniandes_basketball_002_3|1000-1048|train
uniandes_basketball_002_3|2000-2048|train
uniandes_basketball_002_4|877-925|train
uniandes_basketball_002_4|1000-1048|train
uniandes_basketball_002_4|2000-2048|train
uniandes_basketball_002_4|2451-2499|train
uniandes_basketball_002_5|877-925|train
uniandes_basketball_002_5|1000-1048|train
uniandes_basketball_002_6|877-925|train
uniandes_basketball_002_6|1000-1048|train
uniandes_basketball_002_7|877-925|train
uniandes_basketball_002_7|1000-1048|train
uniandes_basketball_002_7|2000-2048|train
uniandes_basketball_002_7|2451-2499|train
uniandes_basketball_002_9|877-925|train
uniandes_basketball_003_10|877-925|train
uniandes_basketball_003_10|1000-1048|train
uniandes_basketball_003_11|877-925|train
uniandes_basketball_003_11|1000-1048|val
uniandes_basketball_003_11|2000-2048|train
uniandes_basketball_003_11|2451-2499|val
uniandes_basketball_003_13|877-925|val
uniandes_basketball_003_13|1000-1048|train
uniandes_basketball_003_14|877-925|train
uniandes_basketball_003_14|1000-1048|train
uniandes_basketball_003_14|2000-2048|train
uniandes_basketball_003_14|2451-2499|train
uniandes_basketball_003_16|877-925|val
uniandes_basketball_003_16|1000-1048|train
uniandes_basketball_003_17|877-925|train
uniandes_basketball_003_17|1000-1048|train
uniandes_basketball_003_18|877-925|train
uniandes_basketball_003_18|1000-1048|train
uniandes_basketball_003_18|2000-2048|train
uniandes_basketball_003_19|877-925|train
uniandes_basketball_003_19|1000-1048|train
uniandes_basketball_003_2|877-925|train
uniandes_basketball_003_20|877-925|train
uniandes_basketball_003_20|1000-1048|train
uniandes_basketball_003_21|877-925|train
uniandes_basketball_003_21|1000-1048|train
uniandes_basketball_003_21|2000-2048|train
uniandes_basketball_003_24|877-925|train
uniandes_basketball_003_24|1000-1048|train
uniandes_basketball_003_25|877-925|train
uniandes_basketball_003_25|1000-1048|train
uniandes_basketball_003_25|2000-2048|train
uniandes_basketball_003_25|2451-2499|train
uniandes_basketball_003_26|877-925|train
uniandes_basketball_003_26|1000-1048|train
uniandes_basketball_003_28|877-925|train
uniandes_basketball_003_28|1000-1048|train
uniandes_basketball_003_29|877-925|train
uniandes_basketball_003_29|1000-1048|train
uniandes_basketball_003_29|2000-2048|train
uniandes_basketball_003_29|2451-2499|train
uniandes_basketball_003_3|877-925|train
uniandes_basketball_003_3|1000-1048|val
uniandes_basketball_003_31|877-925|train
uniandes_basketball_003_32|877-925|train
uniandes_basketball_003_32|1000-1048|train
uniandes_basketball_003_33|877-925|train
uniandes_basketball_003_33|1000-1048|train
uniandes_basketball_003_33|2000-2048|train
uniandes_basketball_003_35|877-925|train
uniandes_basketball_003_35|1000-1048|train
uniandes_basketball_003_36|877-925|train
uniandes_basketball_003_36|1000-1048|train
uniandes_basketball_003_36|2000-2048|train
uniandes_basketball_003_4|877-925|train
uniandes_basketball_003_4|1000-1048|train
uniandes_basketball_003_4|2000-2048|val
uniandes_basketball_003_4|2451-2499|train
uniandes_basketball_003_46|877-925|train
uniandes_basketball_003_46|1000-1048|train
uniandes_basketball_003_47|877-925|train
uniandes_basketball_003_47|1000-1048|train
uniandes_basketball_003_48|877-925|val
uniandes_basketball_003_49|877-925|train
uniandes_basketball_003_49|1000-1048|train
uniandes_basketball_003_5|877-925|train
uniandes_basketball_003_5|1000-1048|train
uniandes_basketball_003_50|877-925|train
uniandes_basketball_003_50|1000-1048|train
uniandes_basketball_003_50|2000-2048|train
uniandes_basketball_003_6|877-925|train
uniandes_basketball_003_6|1000-1048|train
uniandes_basketball_003_7|877-925|train
uniandes_basketball_003_7|1000-1048|train
uniandes_basketball_003_7|2000-2048|train
uniandes_basketball_003_7|2451-2499|train
uniandes_basketball_003_9|877-925|train
uniandes_basketball_004_15|877-925|train
uniandes_basketball_004_16|877-925|train
uniandes_basketball_004_16|1000-1048|train
uniandes_basketball_004_17|877-925|train
uniandes_basketball_004_17|1000-1048|val
uniandes_basketball_004_17|2000-2048|train
uniandes_basketball_004_3|877-925|train
uniandes_basketball_004_3|1000-1048|val
uniandes_basketball_004_3|2000-2048|train
uniandes_basketball_004_36|877-925|train
uniandes_basketball_004_37|877-925|train
uniandes_basketball_004_37|1000-1048|train
uniandes_basketball_004_38|877-925|train
uniandes_basketball_004_38|1000-1048|train
uniandes_basketball_004_38|2000-2048|train
uniandes_basketball_004_4|877-925|train
uniandes_basketball_004_4|1000-1048|train
uniandes_basketball_004_4|2000-2048|train
uniandes_basketball_004_4|2451-2499|train
uniandes_basketball_004_40|877-925|train
uniandes_basketball_004_40|1000-1048|train
uniandes_basketball_004_41|877-925|train
uniandes_basketball_004_41|1000-1048|val
uniandes_basketball_004_41|2000-2048|train
uniandes_basketball_004_41|2451-2499|train
uniandes_basketball_004_42|877-925|train
uniandes_basketball_004_42|1000-1048|train
uniandes_basketball_004_42|2000-2048|train
uniandes_basketball_004_42|2451-2499|train
uniandes_basketball_004_49|877-925|train
uniandes_basketball_004_49|1000-1048|train
uniandes_basketball_004_49|2000-2048|train
